PathBank ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0012067,cis-Zeatin-N-Glucoside Biosynthesis,Metabolic,PW_C057922,D-ribofuranose,,,47013.0,,,C5H10O5,"(3R,4S,5R)-5-(hydroxymethyl)oxolane-2,3,4-triol",OC[C@H]1OC(O)[C@H](O)[C@@H]1O,"InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1",HMFHBZSHGGEWLO-SOOFDHNKSA-N
SMP0012067,cis-Zeatin-N-Glucoside Biosynthesis,Metabolic,PW_C000193,Uridine diphosphate glucose,HMDB0000286,C00029,,DB01861,133-89-1,C15H24N2O17P2,"[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})phosphinic acid",OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m0/s1",HSCJRCZFDFQWRP-LPTOLDDLSA-N
SMP0012067,cis-Zeatin-N-Glucoside Biosynthesis,Metabolic,PW_C007750,Cis-zeatin-9-N-glucoside,HMDB0012202,,,,,C16H23N5O6,"(2R,3S,4R,5R,6S)-2-(6-{[(2Z)-4-hydroxy-3-methylbut-2-en-1-yl]amino}-9H-purin-9-yl)-6-(hydroxymethyl)oxane-3,4,5-triol",C\C(CO)=C\CNC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C16H23N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)21(7-20-10)16-13(26)12(25)11(24)9(5-23)27-16/h2,6-7,9,11-13,16,22-26H,3-5H2,1H3,(H,17,18,19)/b8-2-/t9-,11-,12+,13-,16+/m0/s1",VYRAJOITMBSQSE-UMNZXQRGSA-N
SMP0012067,cis-Zeatin-N-Glucoside Biosynthesis,Metabolic,PW_C000201,Uridine 5'-diphosphate,HMDB0000295,C00015,17659.0,DB03435,58-98-0,C9H14N2O12P2,"[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,"InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",XCCTYIAWTASOJW-XVFCMESISA-N
SMP0012067,cis-Zeatin-N-Glucoside Biosynthesis,Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378.0,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0012067,cis-Zeatin-N-Glucoside Biosynthesis,Metabolic,PW_C007749,Cis-zeatin-7-N-glucoside,HMDB0012201,C16443,,,,C16H23N5O6,"(2R,3R,4S,5S,6R)-2-(6-{[(2E)-4-hydroxy-3-methylbut-2-en-1-yl]amino}-7H-purin-7-yl)-6-(hydroxymethyl)oxane-3,4,5-triol",C\C(CO)=C/CNC1=NC=NC2=C1N(C=N2)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C16H23N5O6/c1-8(4-22)2-3-17-14-10-15(19-6-18-14)20-7-21(10)16-13(26)12(25)11(24)9(5-23)27-16/h2,6-7,9,11-13,16,22-26H,3-5H2,1H3,(H,17,18,19)/b8-2+/t9-,11-,12+,13-,16-/m1/s1",HTDHRCLVWUEXIS-HNVSNYHQSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C000874,Dimethylallylpyrophosphate,HMDB0001120,C00235,16057.0,DB01785,358-72-5,C5H12O7P2,({hydroxy[(3-methylbut-2-en-1-yl)oxy]phosphoryl}oxy)phosphonic acid,CC(C)=CCO[P@](O)(=O)OP(O)(O)=O,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)",CBIDRCWHNCKSTO-UHFFFAOYSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C000170,Pyrophosphate,HMDB0000250,C00013,18361.0,DB04160,14000-31-8,O7P2,(phosphonooxy)phosphonic acid,[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-4",XPPKVPWEQAFLFU-UHFFFAOYSA-J
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C000423,Magnesium,HMDB0000547,C00305,18420.0,DB01378,22537-22-0,Mg,magnesium(2+) ion,[Mg++],InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C001065,Oxygen,HMDB0001377,C00007,15379.0,,7782-44-7,O2,oxidanone,O=O,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377.0,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C057923,cis-zeatin riboside monophosphate,,C16441,,,,C15H20N5O8P,"[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-{[(2Z)-4-hydroxy-3-methylbut-2-en-1-yl]amino}-9H-purin-9-yl)oxolan-2-yl]methyl phosphate",[H]\C(CNC1=C2N=CN(C2=NC=N1)[C@]1([H])O[C@]([H])(COP([O-])([O-])=O)[C@@]([H])(O)[C@@]1([H])O)=C(/C)CO,"InChI=1S/C15H22N5O8P/c1-8(4-21)2-3-16-13-10-14(18-6-17-13)20(7-19-10)15-12(23)11(22)9(28-15)5-27-29(24,25)26/h2,6-7,9,11-12,15,21-23H,3-5H2,1H3,(H,16,17,18)(H2,24,25,26)/p-2/b8-2-/t9-,11-,12-,15-/m1/s1",IRILMCCKFANGJQ-BAJUWZQUSA-L
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C057924,cis-zeatin riboside,,C16449,,,,C15H21N5O5,"(2R,3R,4S,5R)-2-(6-{[(2Z)-4-hydroxy-3-methylbut-2-en-1-yl]amino}-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",[H]\C(CNC1=C2N=CN(C2=NC=N1)[C@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@@]1([H])O)=C(/C)CO,"InChI=1S/C15H21N5O5/c1-8(4-21)2-3-16-13-10-14(18-6-17-13)20(7-19-10)15-12(24)11(23)9(5-22)25-15/h2,6-7,9,11-12,15,21-24H,3-5H2,1H3,(H,16,17,18)/b8-2-/t9-,11-,12-,15-/m1/s1",GOSWTRUMMSCNCW-BAJUWZQUSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C001104,Phosphate,HMDB0001429,C00009,18367.0,,14265-44-2,O4P,phosphoric acid,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C007752,Cis-zeatin,HMDB0012204,C00371,16522.0,,32771-64-5,C10H13N5O,(2E)-2-methyl-4-[(7H-purin-6-yl)amino]but-2-en-1-ol,C\C(CO)=C/CNC1=NC=NC2=C1NC=N2,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+",UZKQTCBAMSWPJD-FARCUNLSSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C057922,D-ribofuranose,,,47013.0,,,C5H10O5,"(3R,4S,5R)-5-(hydroxymethyl)oxolane-2,3,4-triol",OC[C@H]1OC(O)[C@H](O)[C@@H]1O,"InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1",HMFHBZSHGGEWLO-SOOFDHNKSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C000193,Uridine diphosphate glucose,HMDB0000286,C00029,,DB01861,133-89-1,C15H24N2O17P2,"[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})phosphinic acid",OC[C@@H]1OC(OP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O,"InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m0/s1",HSCJRCZFDFQWRP-LPTOLDDLSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C007751,Cis-zeatin-O-glucoside,HMDB0012203,C15546,29043.0,,,C16H23N5O6,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-{[(2E)-2-methyl-4-[(7H-purin-6-yl)amino]but-2-en-1-yl]oxy}oxane-3,4,5-triol",C\C(CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)=C/CNC1=NC=NC2=C1NC=N2,"InChI=1S/C16H23N5O6/c1-8(2-3-17-14-10-15(19-6-18-10)21-7-20-14)5-26-16-13(25)12(24)11(23)9(4-22)27-16/h2,6-7,9,11-13,16,22-25H,3-5H2,1H3,(H2,17,18,19,20,21)/b8-2+/t9-,11-,12+,13-,16+/m1/s1",UUPDCCPAOMDMPT-GIHYWFGSSA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C000201,Uridine 5'-diphosphate,HMDB0000295,C00015,17659.0,DB03435,58-98-0,C9H14N2O12P2,"[({[(2R,3S,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,"InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",XCCTYIAWTASOJW-XVFCMESISA-N
SMP0012055,cis-Zeatin-O-Glucoside Biosynthesis,Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378.0,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C000479,D-Ribulose 5-phosphate,HMDB0000618,C00199,17363.0,,4151-19-3,C5H11O8P,"{[(2R,3R)-2,3,5-trihydroxy-4-oxopentyl]oxy}phosphonic acid",OCC(=O)[C@H](O)[C@H](O)COP(O)(O)=O,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5+/m1/s1",FNZLKVNUWIIPSJ-UHNVWZDZSA-N
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C007308,D-Arabinose 5-phosphate,HMDB0011734,C01112,16241.0,,13137-52-5,C5H11O8P,"{[(2R,3R,4S)-2,3,4-trihydroxy-5-oxopentyl]oxy}phosphonic acid",O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C=O,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h1,3-5,7-9H,2H2,(H2,10,11,12)/t3-,4-,5+/m1/s1",PPQRONHOSHZGFQ-WDCZJNDASA-N
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C057925,D-arabinofuranose 5-phosphate,,,86279.0,,,C5H9O8P,"[(2R,3S,4S)-3,4,5-trihydroxyoxolan-2-yl]methyl phosphate",[H]C1(O)O[C@]([H])(COP([O-])([O-])=O)[C@@]([H])(O)[C@]1([H])O,"InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/p-2/t2-,3-,4+,5?/m1/s1",KTVPXOYAKDPRHY-ZRMNMSDTSA-L
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377.0,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C000180,Phosphoenolpyruvic acid,HMDB0000263,C00074,44897.0,DB01819,138-08-9,C3H5O6P,2-(phosphonooxy)prop-2-enoic acid,OC(=O)C(=C)OP(O)(O)=O,"InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)",DTBNBXWJWCWCIK-UHFFFAOYSA-N
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C040983,3-deoxy-D-manno-octulosonate 8-phosphate 	,,,58368.0,,,C8H12O11P,"4,5,6,7-tetrahydroxy-2-oxo-8-(phosphonatooxy)octanoate",OC(COP([O-])([O-])=O)C(O)C(O)C(O)CC(=O)C([O-])=O,"InChI=1S/C8H15O11P/c9-3(1-4(10)8(14)15)6(12)7(13)5(11)2-19-20(16,17)18/h3,5-7,9,11-13H,1-2H2,(H,14,15)(H2,16,17,18)/p-3",RTNBXJBOAIDPME-UHFFFAOYSA-K
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C001104,Phosphate,HMDB0001429,C00009,18367.0,,14265-44-2,O4P,phosphoric acid,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C057926,3-deoxy-D-manno-2-octulosonate,,C01187,85986.0,,,C8H13O8,"(2R,4R,5R,6R)-6-[(1R)-1,2-dihydroxyethyl]-2,4,5-trihydroxyoxane-2-carboxylate",[H][C@@](O)(CO)[C@@]1([H])O[C@](O)(C[C@@]([H])(O)[C@@]1([H])O)C([O-])=O,"InChI=1S/C8H14O8/c9-2-4(11)6-5(12)3(10)1-8(15,16-6)7(13)14/h3-6,9-12,15H,1-2H2,(H,13,14)/p-1/t3-,4-,5-,6-,8-/m1/s1",NNLZBVFSCVTSLA-HXUQBWEZSA-M
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C000057,Cytidine triphosphate,HMDB0000082,C00063,17677.0,DB02431,65-47-4,C9H16N3O14P3,"({[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",PCDQPRRSZKQHHS-XVFCMESISA-N
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C057927,CMP-3-deoxy-D-manno-octulosonate,,C04121,86284.0,,,C17H24N3O15P,"(2S,4R,5R,6R)-2-[({[(2R,3S,4R,5R)-3,4-dihydroxy-5-(4-imino-2-oxido-1,4-dihydropyrimidin-1-yl)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]-6-[(1R)-1,2-dihydroxyethyl]-4,5-dihydroxyoxane-2-carboxylate",[H][C@@](O)(CO)[C@@]1([H])O[C@@](C[C@@]([H])(O)[C@@]1([H])O)(OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2[O-])[C@]([H])(O)[C@]1([H])O)C([O-])=O,"InChI=1S/C17H26N3O15P/c18-9-1-2-20(16(29)19-9)14-12(26)11(25)8(33-14)5-32-36(30,31)35-17(15(27)28)3-6(22)10(24)13(34-17)7(23)4-21/h1-2,6-8,10-14,21-26H,3-5H2,(H,27,28)(H,30,31)(H2,18,19,29)/p-2/t6-,7-,8-,10-,11-,12-,13-,14-,17+/m1/s1",YWWJKULNWGRYAS-XKKDATLGSA-L
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C000170,Pyrophosphate,HMDB0000250,C00013,18361.0,DB04160,14000-31-8,O7P2,(phosphonooxy)phosphonic acid,[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-4",XPPKVPWEQAFLFU-UHFFFAOYSA-J
SMP0012057,CMP-3-Deoxy-D-Manno-Octulosonate (CMP-Kdo) Biosynthesis,Metabolic,PW_C000423,Magnesium,HMDB0000547,C00305,18420.0,DB01378,22537-22-0,Mg,magnesium(2+) ion,[Mg++],InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C057928,N6-dimethylallyladenine,,C04083,17660.0,DB08768,2365-40-4,C10H13N5,N-(3-methylbut-2-en-1-yl)-9H-purin-6-amine,CC(C)=CCNC1=C2N=CNC2=NC=N1,"InChI=1S/C10H13N5/c1-7(2)3-4-11-9-8-10(13-5-12-8)15-6-14-9/h3,5-6H,4H2,1-2H3,(H2,11,12,13,14,15)",HYVABZIGRDEKCD-UHFFFAOYSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C000964,FAD,HMDB0001248,C00016,16238.0,DB03147,146-14-5,C27H33N9O15P2,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}[({[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-2H,3H,4H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy}(hydroxy)phosphoryl)oxy]phosphinic acid",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2,"InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",VWWQXMAJTJZDQX-UYBVJOGSSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377.0,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378.0,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C007714,3-Methyl-2-butenal,HMDB0012157,C07330,15825.0,,107-86-8,C5H8O,3-methylbut-2-enal,CC(C)=CC=O,"InChI=1S/C5H8O/c1-5(2)3-4-6/h3-4H,1-2H3",SEPQTYODOKLVSB-UHFFFAOYSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C000932,FADH,HMDB0001197,C01352,17877.0,,1910-41-4,C27H35N9O15P2,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}[({[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-1H,2H,3H,4H,5H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy}(hydroxy)phosphoryl)oxy]phosphinic acid",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=C(N2)C(=O)NC(=O)N1,"InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",YPZRHBJKEMOYQH-UYBVJOGSSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C000024,Adenine,HMDB0000034,C00147,16708.0,DB00173,73-24-5,C5H5N5,7H-purin-6-amine,NC1=C2NC=NC2=NC=N1,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C057929,isopentenyl adenosine,,C16427,62881.0,,,C15H21N5O4,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-{6-[(3-methylbut-2-en-1-yl)amino]-9H-purin-9-yl}oxolane-3,4-diol",[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(NCC=C(C)C)N=CN=C23)[C@]([H])(O)[C@]1([H])O,"InChI=1S/C15H21N5O4/c1-8(2)3-4-16-13-10-14(18-6-17-13)20(7-19-10)15-12(23)11(22)9(5-21)24-15/h3,6-7,9,11-12,15,21-23H,4-5H2,1-2H3,(H,16,17,18)/t9-,11-,12-,15-/m1/s1",USVMJSALORZVDV-SDBHATRESA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C000034,Adenosine,HMDB0000050,C00212,16335.0,DB00640,58-61-7,C10H13N5O4,"(2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",OIRDTQYFTABQOQ-KQYNXXCUSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C057930,trans-zeatin,,C00371,16522.0,,,C10H13N5O,(2E)-2-methyl-4-[(7H-purin-6-yl)amino]but-2-en-1-ol,C\C(CO)=C/CNC1=NC=NC2=C1NC=N2,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+",UZKQTCBAMSWPJD-FARCUNLSSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C057931,3-methyl-4-trans-hydroxy-2-butenal,,,,,,C5H8O2,(2E)-4-hydroxy-3-methylbut-2-enal,[H]\C(C=O)=C(\C)CO,"InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h2-3,7H,4H2,1H3/b5-2+",BSHDRMLUCYMQOP-GORDUTHDSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C007752,Cis-zeatin,HMDB0012204,C00371,16522.0,,32771-64-5,C10H13N5O,(2E)-2-methyl-4-[(7H-purin-6-yl)amino]but-2-en-1-ol,C\C(CO)=C/CNC1=NC=NC2=C1NC=N2,"InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+",UZKQTCBAMSWPJD-FARCUNLSSA-N
SMP0012058,Cytokinins Degradation,Metabolic,PW_C057932,3-methyl-4-cis-hydroxy-2-butenal,,,,,,C5H8O2,(2Z)-4-hydroxy-3-methylbut-2-enal,[H]\C(C=O)=C(/C)CO,"InChI=1S/C5H8O2/c1-5(4-7)2-3-6/h2-3,7H,4H2,1H3/b5-2-",BSHDRMLUCYMQOP-DJWKRKHSSA-N
